날짜,위도,경도,피해규모점수,사고발생위치,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),시군구,지점명,지번주소,도로명주소
20230722,37.5525,127.0463,1.0,,,,,,,,,,성동구,마포구 성산동,서울 성동구 성수동1가 2-1,
20230722,37.5563,127.0789,1.0,,,,,,,,,,광진구,,광진구 군자동 499,광진구 능동로 295-2 (능동사거리 버스정류장)
20230722,37.5563,127.0789,1.0,,,,,,,,,,광진구,,광진구 군자동 499,광진구 능동로 295-2 (능동사거리 버스정류장)
20230722,37.5563,127.0789,1.0,,,,,,,,,,광진구,,광진구 군자동 499,광진구 능동로 295-2 (능동사거리 버스정류장)
20230722,37.5574,127.0722,1.0,,,,,,,,,,성동구,,성동구 송정동 97-41,성동구 동일로 289
20230722,37.5578,127.0343,1.0,,,,,,,,,,성동구,,성동구 행당동 320-24,성동구 고산자로 198
20230722,37.5707,126.9939,1.0,,,,,,,,,,종로구,오류동시계 (온수동산17),서울 종로구 종로3가 45-4,서울특별시 종로구 종로 147-2
20230722,37.5721,127.0473,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 524-1,동대문구 서울시립대로 14 (천호대로 190호 월편)
20230722,37.5721,127.0473,1.0,,,,,,,,,,성동구,,성동구 용답동 127,동대문구 서울시립대로 14 (천호대로 190호 신답초등학교 버스정류장)
20230722,37.5732,127.0419,1.0,,,,,,,,,,성동구,,성동구 용답동 173,동대문구 천호대로 165-2 (용답동 177)
20230722,37.5756,127.024,1.0,,,,,,,,,,동대문구,,동대문구 신설동 85-1,동대문구 왕산로 4
20230722,37.5761,127.0672,1.0,,,,,,,,,,동대문구,,동대문구 장안동 114-1,동대문구 한천로 169 (170호 월편)
20230722,37.5809,127.0876,1.0,,,,,,,,,,중랑구,,중랑구 면목동 495,중랑구 사가정로 385-1 (사가정역 버스정류장)
20230722,37.5814,127.0935,1.0,,,,,,,,,,중랑구,,중랑구 면목동 507-14,중랑구 용마산로 330 (면중초교 버스정류장)
20230722,37.5814,127.0935,1.0,,,,,,,,,,중랑구,,중랑구 면목동 507-14,중랑구 용마산로 330 (면중초교 버스정류장)
20230722,37.5814,127.0935,1.0,,,,,,,,,,중랑구,,중랑구 면목동 507-14,중랑구 용마산로 330 (면중초교 버스정류장)
20230722,37.5826,127.0487,1.0,,,,,,,,,,동대문구,오류동시계 (온수동산17),서울 동대문구 전농동 620-67,서울특별시 동대문구 왕산로 240
20230722,37.5872,126.9162,1.0,,,,,,,,,,은평구,역촌5거리로타리 (역촌동16-7),서울 은평구 응암동 604-6,서울특별시 은평구 응암로 169
20230722,37.617,127.0726,1.0,,,,,,,,,,노원구,,서울 노원구 공릉동 704-4,서울특별시 노원구 화랑로 405
20230722,37.6462,127.0695,1.0,,,,,,,,,,노원구,효성아파트113동앞 (공릉동78-6),서울 노원구 중계동 514-5,서울특별시 노원구 노원로 331
20230723,37.4797,127.125,1.0,,,,,,,,,,송파구,송파구시계 (장지동576),서울 송파구 문정동 305-3,서울특별시 송파구 송파대로 111
20230723,37.4856,126.899,1.0,,,,,,,,,,구로구,봉천4거리R (봉천동 859-49),서울 구로구 구로동 179-91,서울특별시 구로구 도림천로 448
20230723,37.4863,127.1226,1.0,,,,,,,,,,송파구,송파구시계 (장지동576),서울 송파구 문정동 315-2,서울특별시 송파구 송파대로 178-2
20230723,37.4938,127.1001,1.0,,,,,,,,,,강남구,,서울 강남구 수서동 329-5,
20230723,37.4941,126.8565,1.0,,,,,,,,,,구로구,행주대교,서울 구로구 개봉동 412-10,서울특별시 구로구 남부순환로95길 34
20230723,37.5028,127.0947,1.0,,,,,,,,,,송파구,신천중학 (잠실1동19-4),서울 송파구 삼전동 158,서울특별시 송파구 백제고분로 253
20230723,37.5029,127.0946,1.0,,,,,,,,,,송파구,신천중학 (잠실1동19-4),서울 송파구 삼전동 158,서울특별시 송파구 백제고분로 251
20230723,37.503,127.1096,1.0,,,,,,,,,,송파구,성동교 남단,서울 송파구 송파동 1-8,서울특별시 송파구 송파대로 398
20230723,37.5072,126.8754,1.0,,,,,,,,,,구로구,독산동길 (독산동 178-7),서울 구로구 신도림동 288-13,서울특별시 구로구 구로중앙로42길 6
20230723,37.5156,126.9366,1.0,,,,,,,,,,동작구,,서울 동작구 노량진동 320-1,
20230723,37.5158,126.9532,1.0,,,,,,,,,,동작구,행주대교 남단 (개화I.C),서울 동작구 본동 477,
20230723,37.519,126.9761,1.0,,,,,,,,,,용산구,,서울 용산구 이촌동 301-4,서울특별시 용산구 이촌로 264
20230723,37.5258,126.8389,1.0,,,,,,,,,,양천구,,서울 양천구 신월동 840,서울특별시 양천구 국회대로 36
20230723,37.5261,126.863,1.0,,,,,,,,,,양천구,,서울 양천구 신정동 1074,서울특별시 양천구 오목로 231
20230723,37.5262,127.0282,1.0,,,,,,,,,,강남구,구룡산앞로타리 (양재동402-6),서울 강남구 신사동 668,서울특별시 강남구 논현로 867
20230723,37.5276,126.8497,1.0,,,,,,,,,,양천구,고척동3거리로타리 (고척동76),서울 양천구 신정동 1060,서울특별시 양천구 국회대로 132
20230723,37.5313,127.0824,1.0,,,,,,,,,,광진구,,광진구 자양동 731,광진구 뚝섬로 656
20230723,37.5315,126.8709,1.0,,,,,,,,,,양천구,,서울 양천구 목동 904-4,서울특별시 양천구 목동서로 130
20230723,37.5316,127.0099,1.0,,,,,,,,,,용산구,,서울 용산구 한남동 139,서울특별시 용산구 한남대로10길 16
20230723,37.5341,126.9912,1.0,,,,,,,,,,용산구,신촌로타리 (노고산동 31-21),서울 용산구 이태원동 168-5,서울특별시 용산구 이태원로 156
20230723,37.5343,127.1366,1.0,,,,,,,,,,강동구,강동구시계 (상일동산8),서울 강동구 성내동 450-45,서울특별시 강동구 천호대로 1128-1
20230723,37.5362,126.8277,1.0,,,,,,,,,,양천구,면목동 (면목동 524-33),서울 양천구 신월동 263,서울특별시 양천구 남부순환로 344
20230723,37.5364,126.9035,1.0,,,,,,,,,,영등포구,,서울 영등포구 당산동 94-6,
20230723,37.5377,127.0837,1.0,,,,,,,,,,광진구,,광진구 구의동 246-21,광진구 자양로 112
20230723,37.538,126.987,1.0,,,,,,,,,,용산구,,서울 용산구 용산동2가 5-1813,서울특별시 용산구 녹사평대로 228
20230723,37.5416,127.0842,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 158
20230723,37.5416,127.0842,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 158
20230723,37.5419,127.0842,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 160
20230723,37.5422,126.971,1.0,,,,,,,,,,용산구,서울시상수도 사업본부앞 (중림동406),서울 용산구 청파동3가 73-2,서울특별시 용산구 청파로 254-3
20230723,37.5423,127.0844,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 164  광진경찰서 버스정류장
20230723,37.5423,127.0844,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 164
20230723,37.5423,127.0844,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 164  광진경찰서 버스정류장
20230723,37.5423,127.0844,1.0,,,,,,,,,,광진구,,광진구 구의동 236-21,광진구 자양로 164 광진경찰서 버스정류장
20230723,37.5433,127.0842,1.0,,,,,,,,,,광진구,,광진구 구의동 236-11,광진구 자양로 173 (167호)
20230723,37.5437,126.9726,1.0,,,,,,,,,,용산구,은평구시계 (진관내동569),서울 용산구 남영동 61-9,서울특별시 용산구 한강대로 284-1
20230723,37.544,126.9726,1.0,,,,,,,,,,용산구,은평구시계 (진관내동569),서울 용산구 남영동 19-8,서울특별시 용산구 한강대로 288
20230723,37.544,127.0851,1.0,,,,,,,,,,광진구,,광진구 구의동 234-18,광진구 자양로 186
20230723,37.544,127.0851,1.0,,,,,,,,,,광진구,,광진구 구의동 234-18,광진구 자양로 186
20230723,37.544,127.0851,1.0,,,,,,,,,,광진구,,광진구 구의동 234-18,광진구 자양로 186
20230723,37.5441,126.9709,1.0,,,,,,,,,,용산구,서울시상수도 사업본부앞 (중림동406),서울 용산구 청파동3가 56-5,서울특별시 용산구 청파로 274-2
20230723,37.5491,127.1489,1.0,,,,,,,,,,강동구,천호대로 (상일동 444-1),서울 강동구 명일동 288-11,서울특별시 강동구 구천면로 456
20230723,37.5512,126.9719,1.0,,,,,,,,,,용산구,,서울 용산구 동자동 43-211,서울특별시 용산구 한강대로 367
20230723,37.5516,127.0732,1.0,,,,,,,,,,광진구,,광진구 군자동 98-6,광진구 능동로 209 세종대학교 버스정류장
20230723,37.5517,126.972,1.0,,,,,,,,,,용산구,은평구시계 (진관내동569),서울 용산구 동자동 43-211,서울특별시 용산구 한강대로 373
20230723,37.5517,127.0696,1.0,,,,,,,,,,광진구,,광진구 군자동 341-55,광진구 동일로 224 서울숲아이파크 정류장
20230723,37.5519,126.9017,1.0,,,,,,,,,,마포구,마포구 성산동,서울 마포구 망원동 224-3,서울특별시 마포구 동교로1길 19
20230723,37.5557,126.8216,1.0,,,,,,,,,,강서구,행주대교,서울 강서구 외발산동 286-11,서울특별시 강서구 발산로 40
20230723,37.5581,127.0338,1.0,,,,,,,,,,성동구,,성동구 행당동 319-47,성동구 고산자로 201
20230723,37.5597,127.037,1.0,,,,,,,,,,성동구,동대문운동장 (을지로7가2),서울 성동구 행당동 130-98,서울특별시 성동구 왕십리로 282
20230723,37.561,127.0651,1.0,,,,,,,,,,성동구,,성동구 용답동 224-3,성동구 천호대로 416 장한평역 사거리
20230723,37.5684,127.0574,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 266-2,동대문구 전농로 40 (38)
20230723,37.5684,127.0574,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 266-2,동대문구 전농로 40 (38)
20230723,37.5727,127.0584,1.0,,,,,,,,,,동대문구,,동대문구 답십리동 53-59,동대문구 답십리로 164
20230723,37.5793,127.0568,1.0,,,,,,,,,,동대문구,숭인동로타리 (창신동268),서울 동대문구 전농동 184-4,서울특별시 동대문구 전농로 162
20230723,37.5801,127.0458,1.0,,,,,,,,,,동대문구,,동대문구 전농동 620-67,동대문구 왕산로 202-1 청량리역 2번환승장
20230723,37.5821,127.0931,1.0,,,,,,,,,,중랑구,,중랑구 면목동 442-1,중랑구 용마산로 337-1
20230723,37.5821,127.0931,1.0,,,,,,,,,,중랑구,,중랑구 면목동 442-1,중랑구 용마산로 337-1 면중초교 버스정류장
20230723,37.5832,127.054,1.0,,,,,,,,,,동대문구,숭인동로타리 (창신동268),서울 동대문구 전농동 103-524,서울특별시 동대문구 전농로 214
20230723,37.5852,127.0514,1.0,,,,,,,,,,동대문구,,동대문구 전농동 620-67,동대문구 왕산로 278
20230723,37.5876,126.9164,1.0,,,,,,,,,,은평구,북가좌동로타리 (북가좌동 385-35),서울 은평구 응암동 604-6,서울특별시 은평구 응암로 173-1
20230723,37.6083,127.0231,1.0,,,,,,,,,,성북구,서라벌중고앞 (돈암동7),서울 성북구 길음동 1164-2,서울특별시 성북구 삼양로 59
20230723,37.6094,127.0298,1.0,,,,,,,,,,성북구,퇴계로3가로타리 (필동1가40),서울 성북구 길음동 14-1,서울특별시 성북구 도봉로 3
20230723,37.6099,126.9354,1.0,,,,,,,,,,은평구,은평구시계 (갈현동 산131),서울 은평구 녹번동 산 1-55,서울특별시 은평구 진흥로 235
20230723,37.6138,126.918,1.0,,,,,,,,,,은평구,고양시시계 (진관내동105)),서울 은평구 대조동 228-7,서울특별시 은평구 연서로 170
20230723,37.6184,126.9205,1.0,,,,,,,,,,은평구,고양시시계 (진관내동105)),서울 은평구 갈현동 439-7,서울특별시 은평구 연서로 226-1
20230723,37.6265,126.9203,1.0,,,,,,,,,,은평구,은평구시계 (진관내동569),서울 은평구 갈현동 1-1,서울특별시 은평구 통일로 936
20230723,37.6274,126.92,1.0,,,,,,,,,,은평구,서울대학교 입구 (신림동165),서울 은평구 갈현동 1-1,서울특별시 은평구 통일로 946
20230723,37.6613,127.0569,1.0,,,,,,,,,,노원구,노원구 상계동시계,서울 노원구 상계동 699,
20230724,37.4528,126.901,1.0,,,,,,,,,,금천구,,금천구 시흥동 1000-71,금천구 시흥대로 213-2
20230724,37.4538,126.9005,1.0,,,,,,,,,,금천구,,금천구 시흥동 1000-71,금천구 시흥대로 225
20230724,37.455,126.9001,1.0,,,,,,,,,,금천구,시흥동시계 (시흥동700),금천구 시흥동 1000-48,금천구 시흥대로 237
20230724,37.4697,126.8985,1.0,,,,,,,,,,금천구,서울시상수도 사업본부앞 (중림동406),,금천구 시흥대로 406
20230724,37.4699,126.9836,1.0,,,,,,,,,,관악구,남태령 (사당동산93-2),,관악구 과천대로 885
20230724,37.4699,126.9836,1.0,,,,,,,,,,관악구,남태령 (사당동산93-2),관악구 남현동 산 69-10,관악구 과천대로 885
20230724,37.471,127.0392,1.0,,,,,,,,,,서초구,재동로타리 (가회동95),,서초구 강남대로16길 3
20230724,37.4717,126.9836,1.0,,,,,,,,,,서초구,한강중학로타리 (서빙고동4-1)),,서초구 과천대로 904
20230724,37.4734,127.0392,1.0,,,,,,,,,,서초구,재동로타리 (가회동95),서초구 양재동 241-12,서초구 마방로2길 6
20230724,37.4764,126.9775,1.0,,,,,,,,,,관악구,면목동 (면목동 524-33),관악구 남현동 1129-1,관악구 남부순환로 2060
20230724,37.4765,127.0012,1.0,,,,,,,,,,서초구,삼호아파트 (방배본동829),,서초구 방배로 16
20230724,37.4766,126.9641,1.0,,,,,,,,,,관악구,,,관악구 남부순환로 1938
20230724,37.4768,126.8924,1.0,,,,,,,,,,금천구,등촌동로타리 (등촌동 505-23),금천구 가산동 142-45,금천구 가산로 126
20230724,37.4771,127.0009,1.0,,,,,,,,,,서초구,삼호아파트 (방배본동829),,서초구 방배로 22
20230724,37.4798,126.8895,1.0,,,,,,,,,,구로구,행주대교,구로구 가리봉동 127-30,구로구 남부순환로105길 58
20230724,37.48,126.9822,1.0,,,,,,,,,,서초구,한강중학로타리 (서빙고동4-1)),서초구 방배동 495-2,서초구 동작대로 40
20230724,37.4801,126.9524,1.0,,,,,,,,,,관악구,서울대학교 입구 (신림동165),,관악구 관악로 165-2
20230724,37.4804,126.9051,1.0,,,,,,,,,,관악구,행주대교,,관악구 남부순환로 1389
20230724,37.4805,126.9055,1.0,,,,,,,,,,관악구,행주대교,관악구 신림동 566,관악구 남부순환로 1393
20230724,37.4812,126.9537,1.0,,,,,,,,,,관악구,행주대교,,관악구 남부순환로 1831
20230724,37.4814,127.0379,1.0,,,,,,,,,,서초구,재동로타리 (가회동95),,서초구 강남대로 188
20230724,37.4816,127.0377,1.0,,,,,,,,,,서초구,재동로타리 (가회동95),서초구 양재동 20-1,서초구 강남대로 190
20230724,37.4823,127.0012,1.0,,,,,,,,,,서초구,지하철공사앞 로타리 (방배동447-4),,서초구 효령로 155
20230724,37.483,126.9019,1.0,,,,,,,,,,구로구,시흥동시계 (시흥동700),구로구 구로동 1125-12,관악구 시흥대로 560-2
20230724,37.4837,127.0341,1.0,,,,,,,,,,서초구,재동로타리 (가회동95),,서초구 강남대로 221
20230724,37.4839,127.0345,1.0,,,,,,,,,,서초구,복정4거리 (장지동608-5),,서초구 남부순환로 2585
20230724,37.4842,126.9298,1.0,,,,,,,,,,관악구,노량진3거리 (노량진62-12),서울 관악구 신림동 1467-10,서울특별시 관악구 남부순환로 1614
20230724,37.4842,127.0108,1.0,,,,,,,,,,서초구,지하철공사앞 로타리 (방배동447-4),,서초구 반포대로 43
20230724,37.4846,127.0325,1.0,,,,,,,,,,서초구,면목동 (면목동 524-33),,서초구 남부순환로 2577
20230724,37.4854,126.9295,1.0,,,,,,,,,,관악구,서울대학교입구 (신림동686),관악구 신림동 1467-10,관악구 신림로 347-3
20230724,37.486,126.9819,1.0,,,,,,,,,,동작구,남태령 (사당동산93-2),동작구 사당동 144-4,동작구 동작대로 105-2
20230724,37.4868,126.8997,1.0,,,,,,,,,,영등포구,목동중교 (신정동88),,영등포구 도림천로 437
20230724,37.4868,126.9288,1.0,,,,,,,,,,관악구,서울대학교입구 (신림동686),관악구 신림동 1467-9,관악구 신림로 365
20230724,37.4883,126.8849,1.0,,,,,,,,,,구로구,등촌동로타리 (등촌동 505-23),구로구 구로동 759-1,구로구 구로동로 108
20230724,37.4896,126.9075,1.0,,,,,,,,,,영등포구,,영등포구 대림동 980-1,동작구 시흥대로 650
20230724,37.4897,126.8841,1.0,,,,,,,,,,구로구,독산동길 (독산동 178-7),서울 구로구 구로동 759-1,서울특별시 구로구 구로동로 123-1
20230724,37.4897,126.9822,1.0,,,,,,,,,,서초구,,서초구 방배동 3265,동작구 동작대로 145
20230724,37.4898,126.8841,1.0,,,,,,,,,,구로구,,서울 구로구 구로동 759-1,서울특별시 구로구 구로동로 125
20230724,37.4899,127.1216,1.0,,,,,,,,,,송파구,성동교 남단,서울 송파구 문정동 135-2,서울특별시 송파구 송파대로 220
20230724,37.4909,127.1199,1.0,,,,,,,,,,송파구,성동교 남단,서울 송파구 문정동 158-1,
20230724,37.4918,126.8369,1.0,,,,,,,,,,구로구,,서울 구로구 오류동 89-5,서울특별시 구로구 경인로 110
20230724,37.4934,126.8942,1.0,,,,,,,,,,구로구,봉천4거리R (봉천동 859-49),구로구 구로동 1201-4,구로구 도림천로 352
20230724,37.4946,126.9832,1.0,,,,,,,,,,동작구,남태령 (사당동산93-2),동작구 사당2동 66-29,서초구 동작대로 200
20230724,37.4946,127.0634,1.0,,,,,,,,,,강남구,행주대교,서울 강남구 대치동 317-3,서울특별시 강남구 남부순환로 지하 2952
20230724,37.4958,126.8426,1.0,,,,,,,,,,구로구,오류동시계 (온수동산17),,구로구 경인로 193
20230724,37.4964,127.0407,1.0,,,,,,,,,,강남구,,서울 강남구 역삼동 806,서울특별시 강남구 역삼로 214
20230724,37.4966,126.9158,1.0,,,,,,,,,,영등포구,시흥동시계 (시흥동700),영등포구 신길동 4321,동작구 여의대방로 82
20230724,37.4997,126.8717,1.0,,,,,,,,,,구로구,사천교로타리 (연희동446-13),구로구 구로동 621-12,구로구 안양천동자전거길 701
20230724,37.5,126.9085,1.0,,,,,,,,,,영등포구,경인입구입구로타리 (양평동3가69),영등포구 신길동 3599,영등포구 신풍로 22
20230724,37.5002,126.8769,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),구로구 구로동 635-4,구로구 경인로 518
20230724,37.501,126.8896,1.0,,,,,,,,,,구로구,,구로구 구로동 50,구로구 공원로 47
20230724,37.501,127.0185,1.0,,,,,,,,,,서초구,,,서초구 고무래로 89
20230724,37.5028,126.9483,1.0,,,,,,,,,,동작구,은평구시계 (진관내동569),,동작구 상도로 277
20230724,37.5029,126.9803,1.0,,,,,,,,,,동작구,삼성동171-3,동작구 동작동 126-12,동작구 현충로 257
20230724,37.5038,126.8294,1.0,,,,,,,,,,구로구,썬프라자백화점 (대림동 909-2),,구로구 오리로22가길 113
20230724,37.5045,127.0078,1.0,,,,,,,,,,서초구,우면3거리로타리 (서초동418),서초구 반포동 20-19,서초구 사평대로 205
20230724,37.5045,127.0078,1.0,,,,,,,,,,서초구,우면3거리로타리 (서초동418),서울 서초구 반포동 20-19,서울특별시 서초구 사평대로 205
20230724,37.5049,127.0049,1.0,,,,,,,,,,서초구,청담가로공원 (청담동135-10),서울 서초구 반포동 19-11,서울특별시 서초구 신반포로 지하 188
20230724,37.5055,126.8744,1.0,,,,,,,,,,양천구,금천구 시계,양천구 신정동 871-11,구로구 경인로53길 107
20230724,37.5058,126.8746,1.0,,,,,,,,,,양천구,,양천구 신정동 871-11,구로구 경인로53길 113
20230724,37.5061,127.1215,1.0,,,,,,,,,,송파구,,서울 송파구 방이동 225-1,서울특별시 송파구 오금로 251
20230724,37.5062,127.0051,1.0,,,,,,,,,,서초구,청담가로공원 (청담동135-10),서초구 잠원동 68-17,서초구 신반포로 200
20230724,37.5063,126.8755,1.0,,,,,,,,,,구로구,독산동길 (독산동 178-7),구로구 구로동 614-94,구로구 구로중앙로 237
20230724,37.5084,126.8731,1.0,,,,,,,,,,양천구,독산동길 (독산동 178-7),서울 양천구 신정동 871-20,
20230724,37.5086,126.8424,1.0,,,,,,,,,,양천구,구로구시계 (궁동 산1-71),양천구 신정동 742-3,양천구 신정로 170
20230724,37.5096,126.9105,1.0,,,,,,,,,,영등포구,대림3거리 (대림1동948-1),,영등포구 신길로 195
20230724,37.5098,126.8433,1.0,,,,,,,,,,양천구,,서울 양천구 신정동 736-5,서울특별시 양천구 신정로13길 3
20230724,37.5104,126.8907,1.0,,,,,,,,,,구로구,중랑구시계 (망우동산52-4),구로구 신도림동 330-7,
20230724,37.5118,126.9168,1.0,,,,,,,,,,영등포구,신길삼거리R (신길동101-7),영등포구 신길동 114-45,영등포구 도신로60길 2
20230724,37.512,126.9542,1.0,,,,,,,,,,동작구,은평구시계 (진관내동569),,동작구 노량진로 250
20230724,37.5122,127.0024,1.0,,,,,,,,,,서초구,행주대교 남단 (개화I.C),서울 서초구 잠원동 122-2,
20230724,37.5122,127.0024,1.0,,,,,,,,,,서초구,행주대교 남단 (개화I.C),서울 서초구 잠원동 122-2,
20230724,37.5127,126.8969,1.0,,,,,,,,,,영등포구,중랑구시계 (망우동산52-4),서울 영등포구 문래동1가 52-1,서울특별시 영등포구 경인로 748
20230724,37.5133,126.9388,1.0,,,,,,,,,,동작구,한강대교남단 (노량진본동126),동작구 노량진동 40-12,동작구 노량진로 116-2
20230724,37.5136,126.9388,1.0,,,,,,,,,,동작구,,동작구 노량진동 40-12,동작구 노량진로 115
20230724,37.5137,126.9469,1.0,,,,,,,,,,동작구,남부순환로 (신월동438-8),동작구 노량진동 152-7,동작구 노량진로 187
20230724,37.5141,126.8296,1.0,,,,,,,,,,양천구,부천시계 (신월동 728-13),서울 양천구 신정동 1316-8,
20230724,37.5145,126.9524,1.0,,,,,,,,,,동작구,남부순환로 (신월동438-8),동작구 본동 258-49,동작구 노량진로 247
20230724,37.5149,126.9011,1.0,,,,,,,,,,영등포구,오류동시계 (온수동산17),영등포구 문래동3가 1-2,영등포구 경인로 791-1
20230724,37.5163,126.9167,1.0,,,,,,,,,,영등포구,한강대교남단 (노량진본동126),영등포구 신길동 41-2,영등포구 영등포로60길 9
20230724,37.5163,127.0793,1.0,,,,,,,,,,송파구,신천중학 (잠실1동19-4),서울 송파구 잠실동 13,서울특별시 송파구 백제고분로 11
20230724,37.5165,126.906,1.0,,,,,,,,,,영등포구,,서울 영등포구 영등포동4가 425-2,서울특별시 영등포구 경인로 841
20230724,37.5169,126.9474,1.0,,,,,,,,,,동작구,강동구 시계 (하일I.C),서울 동작구 노량진동 316,
20230724,37.5172,126.9803,1.0,,,,,,,,,,용산구,,서울 용산구 이촌동 300-308,서울특별시 용산구 이촌로 310
20230724,37.5181,126.915,1.0,,,,,,,,,,영등포구,한강대교남단 (노량진본동126),,영등포구 경인로114길 18
20230724,37.5182,126.9055,1.0,,,,,,,,,,영등포구,,영등포구 영등포동4가 53-3,영등포구 영중로 21-2
20230724,37.5203,126.9007,1.0,,,,,,,,,,영등포구,한강대교남단 (노량진본동126),서울 영등포구 영등포동 321-2,서울특별시 영등포구 영신로 139-2
20230724,37.5203,126.9038,1.0,,,,,,,,,,영등포구,남부순환로 (신월동438-8),영등포구 영등포동6가 76-1,영등포구 영등포로 199-2
20230724,37.5208,126.896,1.0,,,,,,,,,,영등포구,,서울 영등포구 당산동1가 15-3,서울특별시 영등포구 당산로 68
20230724,37.5208,126.896,1.0,,,,,,,,,,영등포구,,서울 영등포구 당산동1가 15-3,서울특별시 영등포구 당산로 68
20230724,37.5215,126.9992,1.0,,,,,,,,,,용산구,,서울 용산구 주성동 67-2,
20230724,37.522,126.848,1.0,,,,,,,,,,양천구,남부순환로 (신월지하차도),양천구 신정동 1235,양천구 중앙로29길 120-13
20230724,37.5222,126.9199,1.0,,,,,,,,,,영등포구,중랑구시계 (망우동산52-4),영등포구 여의도동 2-11,영등포구 여의대로 24
20230724,37.5225,127.0355,1.0,,,,,,,,,,강남구,,서울 강남구 신사동 501-5,서울특별시 강남구 도산대로 313
20230724,37.5243,126.8748,1.0,,,,,,,,,,양천구,한강대교남단 (노량진본동126),,양천구 오목로 336
20230724,37.5244,127.0184,1.0,,,,,,,,,,강남구,,서울 강남구 압구정동 388,서울특별시 강남구 압구정로 113
20230724,37.5246,126.8693,1.0,,,,,,,,,,양천구,구로구시계 (궁동 산1-71),,양천구 목동서로 256
20230724,37.5247,127.0281,1.0,,,,,,,,,,강남구,구룡산앞로타리 (양재동402-6),서울 강남구 신사동 668,서울특별시 강남구 논현로 847
20230724,37.5253,126.924,1.0,,,,,,,,,,영등포구,중랑구시계 (망우동산52-4),영등포구 여의도동 2-11,영등포구 여의대로 76
20230724,37.5253,126.924,1.0,,,,,,,,,,영등포구,,영등포구 여의도동 2-11,영등포구 여의대로 76
20230724,37.5256,127.026,1.0,,,,,,,,,,강남구,,서울 강남구 신사동 667-35,서울특별시 강남구 압구정로 152
20230724,37.5274,127.118,1.0,,,,,,,,,,송파구,,서울 송파구 풍납동 457,서울특별시 송파구 올림픽로47길 9
20230724,37.5274,127.118,1.0,,,,,,,,,,송파구,,서울 송파구 풍납동 457,서울특별시 송파구 올림픽로47길 9
20230724,37.528,126.9285,1.0,,,,,,,,,,영등포구,,영등포구 여의도동 2-11,영등포구 여의대로 122-2
20230724,37.528,126.9285,1.0,,,,,,,,,,영등포구,,영등포구 여의도동 2-11,영등포구 여의대로 122-2
20230724,37.5289,126.8888,1.0,,,,,,,,,,영등포구,,,영등포구 국회대로 494
20230724,37.53,126.9299,1.0,,,,,,,,,,영등포구,,영등포구 여의도동 84,
20230724,37.5303,126.9196,1.0,,,,,,,,,,영등포구,신촌로타리 (노고산동57),영등포구 여의도동 1-1,영등포구 국회대로 786
20230724,37.5303,126.9196,1.0,,,,,,,,,,영등포구,신촌로타리 (노고산동57),영등포구 여의도동 1-1,영등포구 국회대로 786
20230724,37.5303,126.9196,1.0,,,,,,,,,,영등포구,신촌로타리 (노고산동57),영등포구 여의도동 1-1,영등포구 국회대로 786
20230724,37.5303,126.922,1.0,,,,,,,,,,영등포구,,영등포구 여의도동 1-2,영등포구 국회대로76길 16
20230724,37.5317,126.8641,1.0,,,,,,,,,,양천구,등촌동로타리 (등촌동 505-23),양천구 목동 813,양천구 등촌로 20
20230724,37.5322,127.086,1.0,,,,,,,,,,광진구,,서울 광진구 자양동 732-3,서울특별시 광진구 자양로 46
20230724,37.5327,127.0146,1.0,,,,,,,,,,용산구,마포구 성산동,서울 용산구 한남동 784,
20230724,37.5329,126.9028,1.0,,,,,,,,,,영등포구,당산역 (당산동283),영등포구 당산동5가 11-39,영등포구 당산로 214
20230724,37.5329,126.9028,1.0,,,,,,,,,,영등포구,당산역 (당산동283),영등포구 당산동5가 11-39,영등포구 당산로 214
20230724,37.5333,126.9658,1.0,,,,,,,,,,용산구,원효대교남단,서울 용산구 한강로2가 15-10,서울특별시 용산구 청파로 132
20230724,37.5333,126.9658,1.0,,,,,,,,,,용산구,원효대교남단,서울 용산구 한강로2가 15-10,서울특별시 용산구 청파로 132
20230724,37.5335,126.9032,1.0,,,,,,,,,,영등포구,영등포로타리 (영등포동1가94),영등포구 당산동6가 227-1,영등포구 양평로 28-1
20230724,37.5346,126.9008,1.0,,,,,,,,,,영등포구,구로구시계 (궁동 산1-71),,영등포구 양평로 52-2
20230724,37.5347,126.9009,1.0,,,,,,,,,,영등포구,,서울 영등포구 당산동6가 340-5,서울특별시 영등포구 양평로 52
20230724,37.5349,126.9051,1.0,,,,,,,,,,영등포구,삼성동171-3,서울 영등포구 당산동 99-9,서울특별시 영등포구 당산로54길 11
